year,type,month,region,avgPrice,volume
2015,conventional,6,Sacramento,1.2325,1713586.5
2015,conventional,6,SanDiego,0.93,2328012.5
2015,conventional,6,SanFrancisco,1.47,2775735.33
2015,conventional,6,Seattle,1.2375,2184264.36
2015,conventional,6,SouthCarolina,1.07,1451944.3
2015,conventional,6,SouthCentral,0.75,25693522.45
2015,conventional,6,Southeast,1.0625,14070380.4
2015,conventional,6,Spokane,1.16,334328.75
2015,conventional,6,StLouis,1.2525,813286.3
2015,conventional,6,Syracuse,1.34,259270.15
2015,conventional,6,Tampa,1.05,1492132.6
2015,conventional,6,TotalUS,1.015,141719401
2015,conventional,6,West,0.95,25525927.27
2015,conventional,6,WestTexNewMexico,0.7075,3980049.16
2015,conventional,7,Albany,1.1925,436681.53
2015,conventional,7,Atlanta,1.05,1964257.95
2015,conventional,7,BaltimoreWashington,1.16,3320350.81
2015,conventional,7,Boise,1.09,291506.28
2015,conventional,7,Boston,1.2175,2314827.28
2015,conventional,7,BuffaloRochester,1.4175,488436.58
2015,conventional,7,California,1.14,22952465.54
2015,conventional,7,Charlotte,1.195,760447.57
2015,conventional,7,Chicago,1.215,3297861.26
2015,conventional,7,CincinnatiDayton,1.0375,908887.33
2015,conventional,7,Columbus,1.0225,636346.96
2015,conventional,7,DallasFtWorth,0.8175,4843334.16
2015,conventional,7,Denver,1.1625,3037392.38
2015,conventional,7,Detroit,1.0275,1380805.8
2015,conventional,7,GrandRapids,1.13,725561.07
2015,conventional,7,GreatLakes,1.1225,13423804.18
2015,conventional,7,HarrisburgScranton,1.18,964361.98
2015,conventional,7,HartfordSpringfield,1.2325,1253135.1
2015,conventional,7,Houston,0.7875,4353591.96
2015,conventional,7,Indianapolis,1.0975,664788.93
2015,conventional,7,Jacksonville,1.105,609663.42
2015,conventional,7,LasVegas,1.04,1152472.56
2015,conventional,7,LosAngeles,0.99,11596469.06
2015,conventional,7,Louisville,1.06,331491.3
2015,conventional,7,MiamiFtLauderdale,1.105,2127654.74
2015,conventional,7,Midsouth,1.1375,11382591.41
2015,conventional,7,Nashville,1.0275,690311.46
2015,conventional,7,NewOrleansMobile,1.0175,1054909.49
2015,conventional,7,NewYork,1.275,5468758.3
2015,conventional,7,Northeast,1.2475,17236150.53
2015,conventional,7,NorthernNewEngland,1.1325,2043101.92
2015,conventional,7,Orlando,1.0975,1269433.34
2015,conventional,7,Philadelphia,1.345,1575527.97
2015,conventional,7,PhoenixTucson,0.6975,4304245.69
2015,conventional,7,Pittsburgh,1.395,326684.13
2015,conventional,7,Plains,1.065,7344028.04
2015,conventional,7,Portland,1.1425,2023990.55
2015,conventional,7,RaleighGreensboro,1.1875,1001555.75
2015,conventional,7,RichmondNorfolk,1.02,970283.54
2015,conventional,7,Roanoke,1.0475,518505.66
2015,conventional,7,Sacramento,1.275,1762815.74
2015,conventional,7,SanDiego,1.1,2035923.45
2015,conventional,7,SanFrancisco,1.515,2694201.84
2015,conventional,7,Seattle,1.2575,2107758.86
2015,conventional,7,SouthCarolina,1.0875,1434781.39
2015,conventional,7,SouthCentral,0.8225,23451117.01
2015,conventional,7,Southeast,1.075,13597926.17
2015,conventional,7,Spokane,1.1525,325970.47
2015,conventional,7,StLouis,1.1775,879939.59
2015,conventional,7,Syracuse,1.3275,263442.39
2015,conventional,7,Tampa,1.0625,1458168.86
2015,conventional,7,TotalUS,1.0625,132580560.8
2015,conventional,7,West,1.025,23192477.95
2015,conventional,7,WestTexNewMexico,0.78,3249256.41
2015,conventional,8,Albany,1.262,452003.74
2015,conventional,8,Atlanta,1.104,2136930.98
2015,conventional,8,BaltimoreWashington,1.174,4023538.05
2015,conventional,8,Boise,1.106,323926.09
2015,conventional,8,Boston,1.118,2944442.94
2015,conventional,8,BuffaloRochester,1.462,382475.85
2015,conventional,8,California,1.126,28117360.37
2015,conventional,8,Charlotte,1.208,913231.99
2015,conventional,8,Chicago,1.2,3835466.86
2015,conventional,8,CincinnatiDayton,1.048,1097586.17
2015,conventional,8,Columbus,1.038,750019.27
2015,conventional,8,DallasFtWorth,0.854,5536278.99
2015,conventional,8,Denver,1.13,3365340.88
2015,conventional,8,Detroit,1.03,1797008.66
2015,conventional,8,GrandRapids,1.042,995283.46
2015,conventional,8,GreatLakes,1.094,16283894.44
2015,conventional,8,HarrisburgScranton,1.108,1180215.84
2015,conventional,8,HartfordSpringfield,1.16,1620335.47
2015,conventional,8,Houston,0.902,4711466.78
2015,conventional,8,Indianapolis,1.188,739329.58
2015,conventional,8,Jacksonville,1.198,636510.35
2015,conventional,8,LasVegas,1.032,1485726.91
2015,conventional,8,LosAngeles,0.96,14699199.6
2015,conventional,8,Louisville,1.076,389154.38
2015,conventional,8,MiamiFtLauderdale,1.182,2122548.4
2015,conventional,8,Midsouth,1.146,13587228.23
2015,conventional,8,Nashville,1.016,829256.69
2015,conventional,8,NewOrleansMobile,1.03,1249162.94
2015,conventional,8,NewYork,1.14,7287664.27
2015,conventional,8,Northeast,1.158,21134615.5
2015,conventional,8,NorthernNewEngland,1.164,2164054.34
2015,conventional,8,Orlando,1.184,1336753.44
2015,conventional,8,Philadelphia,1.19,2061511.18
2015,conventional,8,PhoenixTucson,0.75,4945635.28
2015,conventional,8,Pittsburgh,1.238,466004.82
2015,conventional,8,Plains,1.108,8139521.95
2015,conventional,8,Portland,1.144,2388213.25
2015,conventional,8,RaleighGreensboro,1.194,1249995.77
2015,conventional,8,RichmondNorfolk,1.052,1119977.74
2015,conventional,8,Roanoke,1.104,582364.25
2015,conventional,8,Sacramento,1.294,2003700.23
2015,conventional,8,SanDiego,1.068,2595883.31
2015,conventional,8,SanFrancisco,1.568,3127377.65
2015,conventional,8,Seattle,1.158,2538919.99
2015,conventional,8,SouthCarolina,1.11,1575374.48
2015,conventional,8,SouthCentral,0.888,26341384.31
2015,conventional,8,Southeast,1.138,14371211.32
2015,conventional,8,Spokane,1.148,363093.76
2015,conventional,8,StLouis,1.144,1043780.65
2015,conventional,8,Syracuse,1.378,232974.35
2015,conventional,8,Tampa,1.138,1512046.15
2015,conventional,8,TotalUS,1.068,155011720
2015,conventional,8,West,1.016,27036503.74
2015,conventional,8,WestTexNewMexico,0.784,3987777.25
2015,conventional,9,Albany,1.1775,351846.63
2015,conventional,9,Atlanta,1.01,1776122.48
2015,conventional,9,BaltimoreWashington,1.1575,3154167.4
2015,conventional,9,Boise,1.065,266814.15
2015,conventional,9,Boston,1.09,2285404.96
2015,conventional,9,BuffaloRochester,1.5,300552.97
2015,conventional,9,California,1.1,20889476.66
2015,conventional,9,Charlotte,1.1225,729030.16
2015,conventional,9,Chicago,1.16,3033968.24
2015,conventional,9,CincinnatiDayton,1.05,861164.55
2015,conventional,9,Columbus,1.02,615955.92
2015,conventional,9,DallasFtWorth,0.8275,4702121.63
2015,conventional,9,Denver,1.0125,2919438.55
2015,conventional,9,Detroit,1.0725,1369472.56
2015,conventional,9,GrandRapids,1.0175,772235.85
2015,conventional,9,GreatLakes,1.055,12911355.93
2015,conventional,9,HarrisburgScranton,1.145,861031.67
2015,conventional,9,HartfordSpringfield,1.23,1111106.77
2015,conventional,9,Houston,0.8675,4122499.8
2015,conventional,9,Indianapolis,0.9825,683681.97
2015,conventional,9,Jacksonville,1.12,532722.62
2015,conventional,9,LasVegas,0.96,1215291.72
2015,conventional,9,LosAngeles,0.9475,10599783.28
2015,conventional,9,Louisville,1.0475,316118.94
2015,conventional,9,MiamiFtLauderdale,1.1325,1846271.12
2015,conventional,9,Midsouth,1.1025,10666504.57
2015,conventional,9,Nashville,1.0025,688796.5
2015,conventional,9,NewOrleansMobile,1.0175,892056.7
2015,conventional,9,NewYork,1.18,5213537.35
2015,conventional,9,Northeast,1.165,15367020.99
2015,conventional,9,NorthernNewEngland,1.0625,1645645.57
2015,conventional,9,Orlando,1.1225,1129427.55
2015,conventional,9,Philadelphia,1.235,1583998.76
2015,conventional,9,PhoenixTucson,0.7275,4047672.32
2015,conventional,9,Pittsburgh,1.145,355564.06
2015,conventional,9,Plains,1.1,6171245.44
2015,conventional,9,Portland,0.985,2051762.11
2015,conventional,9,RaleighGreensboro,1.135,979914.15
2015,conventional,9,RichmondNorfolk,1,881491.7
2015,conventional,9,Roanoke,1.0225,513773.33
2015,conventional,9,Sacramento,1.245,1555112.05
2015,conventional,9,SanDiego,1.025,1907461.25
2015,conventional,9,SanFrancisco,1.5025,2480849.25
2015,conventional,9,Seattle,1.0775,2104810.62
2015,conventional,9,SouthCarolina,1.06,1189110.24
2015,conventional,9,SouthCentral,0.86,21940496.58
2015,conventional,9,Southeast,1.0625,12047838.75
2015,conventional,9,Spokane,1.0625,289278.8
2015,conventional,9,StLouis,1.2025,722036.71
2015,conventional,9,Syracuse,1.35,182660.01
2015,conventional,9,Tampa,1.005,1378994.47
2015,conventional,9,TotalUS,1.025,122094910.4
2015,conventional,9,West,0.935,22100971.56
2015,conventional,9,WestTexNewMexico,0.78,3081375.65
2015,conventional,10,Albany,1.195,284678.47
2015,conventional,10,Atlanta,1.0225,1560107.28
2015,conventional,10,BaltimoreWashington,1.175,2973499.99
2015,conventional,10,Boise,1.0825,254466.11
2015,conventional,10,Boston,1.0425,2281731.86
2015,conventional,10,BuffaloRochester,1.32,413692.62
2015,conventional,10,California,1.0725,19598584.27
2015,conventional,10,Charlotte,1.2225,611620.89
2015,conventional,10,Chicago,1.1325,2762039.65
2015,conventional,10,CincinnatiDayton,0.9575,838497.92
2015,conventional,10,Columbus,0.9625,536616.29
2015,conventional,10,DallasFtWorth,0.83,4208659.86
2015,conventional,10,Denver,0.93,2995556.81
2015,conventional,10,Detroit,1.0575,1258281.54
2015,conventional,10,GrandRapids,1.01,678820.45
2015,conventional,10,GreatLakes,1.05,11471898.2
2015,conventional,10,HarrisburgScranton,1.0625,861016.73
2015,conventional,10,HartfordSpringfield,1.2025,1169094.02
2015,conventional,10,Houston,0.8475,3836990.2
2015,conventional,10,Indianapolis,1.0175,579549.95
2015,conventional,10,Jacksonville,1.1125,485718.57
2015,conventional,10,LasVegas,0.95,1062312.66
2015,conventional,10,LosAngeles,0.935,9859590.42
2015,conventional,10,Louisville,1.0575,276389.04
2015,conventional,10,MiamiFtLauderdale,1.12,1749758.29
2015,conventional,10,Midsouth,1.1225,9535349.05
2015,conventional,10,Nashville,0.935,656453.85
2015,conventional,10,NewOrleansMobile,1.0075,838009.28
2015,conventional,10,NewYork,1.185,5346630.19
2015,conventional,10,Northeast,1.145,15066233.27
2015,conventional,10,NorthernNewEngland,1.0975,1293042.85
2015,conventional,10,Orlando,1.1225,1055821.99
2015,conventional,10,Philadelphia,1.1975,1656430.95
2015,conventional,10,PhoenixTucson,0.815,3377821.16
2015,conventional,10,Pittsburgh,1.1,312916.15
2015,conventional,10,Plains,1.105,5650333.66
2015,conventional,10,Portland,0.97,1997665.97
2015,conventional,10,RaleighGreensboro,1.2275,827103.31
2015,conventional,10,RichmondNorfolk,1.0175,790590.09
2015,conventional,10,Roanoke,1.005,460909.93
2015,conventional,10,Sacramento,1.2325,1402879.86
2015,conventional,10,SanDiego,1.0375,1752577.85
2015,conventional,10,SanFrancisco,1.4225,2474739.3
2015,conventional,10,Seattle,1.0175,2158405.03
2015,conventional,10,SouthCarolina,1.075,985736.06
2015,conventional,10,SouthCentral,0.85,20037356.78
2015,conventional,10,Southeast,1.065,10925839.3
2015,conventional,10,Spokane,1.035,293680.31
2015,conventional,10,StLouis,1.2125,605443.04
2015,conventional,10,Syracuse,1.295,184701.34
2015,conventional,10,Tampa,1,1306702.21
2015,conventional,10,TotalUS,1.0125,113074899.4
2015,conventional,10,West,0.9375,20789304.8
2015,conventional,10,WestTexNewMexico,0.8425,2604911.52
2015,conventional,11,Albany,1.106,399712.89
2015,conventional,11,Atlanta,1.046,1782686.38
2015,conventional,11,BaltimoreWashington,1.098,3409338.23
2015,conventional,11,Boise,1.082,280026.23
2015,conventional,11,Boston,1.082,2525915.19
2015,conventional,11,BuffaloRochester,1.336,499499.23
2015,conventional,11,California,0.918,26114590.94
